model,fold,split,bin,n,mean_pred,observed_rate,event_count
regime_aware_logit,origin_2023_04,test,1,265156,0.0011081846424758198,0.0009843262079681394,261
regime_aware_logit,origin_2023_04,test,2,265156,0.0017059022844498157,0.0015952873025690537,423
regime_aware_logit,origin_2023_04,test,3,265156,0.0025214034382339975,0.00238727390668135,633
regime_aware_logit,origin_2023_04,test,4,265156,0.003810168019866489,0.0037298797688907663,989
regime_aware_logit,origin_2023_04,test,5,265156,0.006060519409626269,0.004450210442154807,1180
regime_aware_logit,origin_2023_04,test,6,265156,0.009816222874848039,0.00504985744241126,1339
regime_aware_logit,origin_2023_04,test,7,265156,0.015854173774790006,0.006433948317217035,1706
regime_aware_logit,origin_2023_04,test,8,265155,0.0265644757649848,0.008527087929701496,2261
regime_aware_logit,origin_2023_04,test,9,265155,0.07322128229823788,0.02814580151232298,7463
baseline_logit,pooled,test,0,665086,0.0005477965048195847,0.0004976799992782888,331
baseline_logit,pooled,test,1,665086,0.0010461665468914914,0.000863046282736368,574
baseline_logit,pooled,test,2,665086,0.0015575672374677605,0.0014178617502097473,943
baseline_logit,pooled,test,3,665086,0.0021872156545293345,0.0021290479727433744,1416
baseline_logit,pooled,test,4,665086,0.0030409376308486408,0.0030356976391023114,2019
baseline_logit,pooled,test,5,665086,0.004313831783319311,0.003563448937430648,2370
baseline_logit,pooled,test,6,665086,0.006396247129464061,0.004591887364942278,3054
baseline_logit,pooled,test,7,665086,0.010132049442511453,0.005122645793175619,3407
baseline_logit,pooled,test,8,665085,0.018048025441322505,0.0077719389250998,5169
baseline_logit,pooled,test,9,665085,0.06195309428695263,0.026387604591894268,17550
macro_logit,pooled,test,0,665086,0.0007615402751425069,0.0008720676724513823,580
macro_logit,pooled,test,1,665086,0.0019168555258537454,0.001918548879393041,1276
macro_logit,pooled,test,2,665086,0.0034525892975589834,0.002267375948373594,1508
macro_logit,pooled,test,3,665086,0.005608326414291228,0.002652288576214204,1764
macro_logit,pooled,test,4,665086,0.008828537365462786,0.0034401566113254527,2288
macro_logit,pooled,test,5,665086,0.014467955567658487,0.0049903320773554095,3319
macro_logit,pooled,test,6,665086,0.02881203997282166,0.009000339805679266,5986
macro_logit,pooled,test,7,665086,0.6304309912773097,0.018477309701301788,12289
macro_logit,pooled,test,8,665085,0.9990355542587148,0.0032191374034897793,2141
macro_logit,pooled,test,9,665085,0.9999661283130722,0.008543268905478248,5682
regime_aware_logit,pooled,test,0,665086,0.00047390231359352024,0.0007021648328186129,467
regime_aware_logit,pooled,test,1,665086,0.0010634205438066983,0.001377265496492183,916
regime_aware_logit,pooled,test,2,665086,0.0018641089938480797,0.0024222431384813394,1611
regime_aware_logit,pooled,test,3,665086,0.003241588643942533,0.0036386271850557673,2420
regime_aware_logit,pooled,test,4,665086,0.005941890402824296,0.004324252803396854,2876
regime_aware_logit,pooled,test,5,665086,0.01135067488799691,0.0055692045840688275,3704
regime_aware_logit,pooled,test,6,665086,0.018109092098001964,0.0031093723217749283,2068
regime_aware_logit,pooled,test,7,665086,0.02112763434379979,0.00376643020601847,2505
regime_aware_logit,pooled,test,8,665085,0.02445480798593691,0.005100099987219679,3392
regime_aware_logit,pooled,test,9,665085,0.052587938211890145,0.025371193155762046,16874
