fold,model,feature,standardized_coefficient,basis_kind,basis_mean,basis_scale,raw_basis_coefficient,standardized_model_intercept,raw_basis_intercept
origin_2021_04,macro_logit,months_since_30_dpd_cure,-0.2218489795923233,main,18.51510320589345,13.751982341860073,-0.016132145466550705,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,inflation,0.3205121159553528,main,1.9449826875581517,0.5796526722148211,0.5529382185554214,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,policy_rate,0.21733395755290985,main,1.4839672674681226,0.7134134172693629,0.3046395712387496,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,unemployment,-1.977828025817871,main,4.0886425168556135,0.4740467298786875,-4.1722216422081715,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,unemployment_change,0.3355288803577423,main,-0.010238085651955817,0.17046428732365543,1.9683236038800531,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,house_price_growth,-0.22933711111545563,main,5.721787863043119,0.5938625064900138,-0.3861788016740405,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,mortgage_rate,-0.5159727334976196,main,4.051040030472256,0.3999224134013554,-1.290182085843231,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,mortgage_spread,0.3556324243545532,main,1.7378757808551704,0.17678760357515694,2.0116366598258955,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,long_rate,-0.5247765779495239,main,2.3131642262938636,0.5124510904781528,-1.0240520270136815,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,long_rate_change,0.2735160291194916,main,-0.03039026511802955,0.17742293280160795,1.5416047114119893,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,yield_curve,1.3033770322799683,main,0.5423492636304227,0.39960867358456076,3.261633489054291,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,initial_claims,1.9763550758361816,main,276149.2996469097,304898.0092075393,6.482020269574497e-06,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,initial_claims_change,-2.2747035026550293,main,44304.07081298688,307595.2476581847,-7.395119137805388e-06,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,payroll_growth,0.2203318029642105,main,1.5144685358454852,0.24958405554435226,0.8827959882439547,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,real_income_growth,-0.08050987124443054,main,3.043447871179903,0.8715694304608927,-0.09237344545443303,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,financial_conditions,0.13335126638412476,main,-0.5104807099878899,0.11621040782843967,1.1474984803511745,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,consumer_sentiment,-0.041945572942495346,main,96.17438450818183,3.443692447955897,-0.012180406228608874,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,consumer_sentiment_change,-0.15924836695194244,main,-0.10693711224406548,3.460683791287451,-0.04601644546458217,-5.687249446002476,18.170640241442744
origin_2021_04,regime_aware_logit,credit_score,-0.41397300362586975,main,748.1173139988488,47.16822749049413,-0.00877652236792867,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,mi_percent,0.12367478013038635,main,6.62985482097222,11.53003745748558,0.010726312085837474,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,number_of_units,-0.0077056908048689365,main,1.0359575473771776,0.2511820897629035,-0.030677708001165663,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,original_cltv,0.039416249841451645,main,74.56111416494882,17.7979198934906,0.002214654862890338,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,original_dti,0.3972329795360565,main,34.5058039577055,9.172986819649637,0.043304649548294986,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,original_upb,-0.4098402261734009,main,221622.1226856672,116899.51369286943,-3.5059190002293406e-06,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,original_ltv,0.08115503191947937,main,73.95505195821805,17.643263743888202,0.004599774344335371,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,original_interest_rate,0.2986248731613159,main,4.046326703062165,0.5462824854117445,0.5466491808468582,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,original_loan_term,-0.2662104368209839,main,317.81092034186474,74.45980414650997,-0.0035752234359518057,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,number_of_borrowers,-0.2554372251033783,main,1.4889656305239578,0.5034189260933143,-0.5074048905662918,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,loan_age_months,0.4679775834083557,main,18.364458281945367,13.924140894532623,0.03360908130368813,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,remaining_months_to_legal_maturity,0.07592793554067612,main,299.4500456144524,76.59076782545007,0.000991345793969783,-4.932944805309601,-4.2422453061424585
origin_2021_04,regime_aware_logit,current_actual_upb,0.7089713215827942,main,210752.25690989394,113929.25499409625,6.222908432250634e-06,-4.932944805309601,-4.2422453061424585
