fold,model,feature,standardized_coefficient
origin_2022_04,baseline_logit,recent_30_dpd_3m,0.12030555307865143
origin_2022_04,baseline_logit,recent_60_dpd_3m,0.08895578980445862
origin_2022_04,baseline_logit,ever_30_dpd,0.1831316202878952
origin_2022_04,baseline_logit,ever_60_dpd,0.0197907667607069
origin_2022_04,baseline_logit,months_since_30_dpd,-0.1895434707403183
origin_2022_04,baseline_logit,months_since_60_dpd,0.07508359104394913
origin_2022_04,baseline_logit,delinquent_30_months_3m,-0.08947981894016266
origin_2022_04,baseline_logit,delinquent_30_months_6m,0.027798457071185112
origin_2022_04,baseline_logit,delinquent_30_months_12m,0.045624908059835434
origin_2022_04,baseline_logit,delinquent_60_months_3m,-0.003107626223936677
origin_2022_04,baseline_logit,delinquent_60_months_6m,-0.02920202910900116
origin_2022_04,baseline_logit,delinquent_60_months_12m,-0.15910223126411438
origin_2022_04,baseline_logit,cured_from_30_dpd,0.03264215588569641
origin_2022_04,baseline_logit,cumulative_30_dpd_cures,0.0019545345567166805
origin_2022_04,baseline_logit,months_since_30_dpd_cure,0.248716339468956
origin_2022_04,macro_logit,credit_score,-0.4207788407802582
origin_2022_04,macro_logit,mi_percent,0.06992553174495697
origin_2022_04,macro_logit,number_of_units,-0.022953147068619728
origin_2022_04,macro_logit,original_cltv,0.11231585592031479
origin_2022_04,macro_logit,original_dti,0.3173370957374573
origin_2022_04,macro_logit,original_upb,-0.5957027673721313
origin_2022_04,macro_logit,original_ltv,0.04700666666030884
origin_2022_04,macro_logit,original_interest_rate,-0.05063037574291229
origin_2022_04,macro_logit,original_loan_term,0.9619415402412415
origin_2022_04,macro_logit,number_of_borrowers,-0.220113605260849
origin_2022_04,macro_logit,loan_age_months,-0.2564419209957123
origin_2022_04,macro_logit,remaining_months_to_legal_maturity,-1.0852985382080078
origin_2022_04,macro_logit,current_actual_upb,0.9284210801124573
origin_2022_04,macro_logit,current_interest_rate,0.25812390446662903
origin_2022_04,macro_logit,credit_score_missing,-0.054536063224077225
origin_2022_04,macro_logit,mi_percent_missing,0.0
origin_2022_04,macro_logit,number_of_units_missing,0.0
origin_2022_04,macro_logit,original_cltv_missing,-0.03948032483458519
origin_2022_04,macro_logit,original_dti_missing,0.01573214679956436
origin_2022_04,macro_logit,original_ltv_missing,-0.3824087083339691
origin_2022_04,macro_logit,number_of_borrowers_missing,0.0
origin_2022_04,macro_logit,current_delinquency_months,0.09618653357028961
origin_2022_04,macro_logit,current_30_dpd,0.0814778208732605
origin_2022_04,macro_logit,current_60_dpd,0.0913819968700409
origin_2022_04,macro_logit,recent_30_dpd_3m,0.11680605262517929
origin_2022_04,macro_logit,recent_60_dpd_3m,0.10044553130865097
origin_2022_04,macro_logit,ever_30_dpd,0.16522033512592316
origin_2022_04,macro_logit,ever_60_dpd,0.006954943761229515
origin_2022_04,macro_logit,months_since_30_dpd,-0.21528103947639465
origin_2022_04,macro_logit,months_since_60_dpd,0.024457233026623726
origin_2022_04,macro_logit,delinquent_30_months_3m,-0.08460734039545059
origin_2022_04,macro_logit,delinquent_30_months_6m,0.01962338201701641
origin_2022_04,macro_logit,delinquent_30_months_12m,0.052810896188020706
origin_2022_04,macro_logit,delinquent_60_months_3m,-0.00378018943592906
origin_2022_04,macro_logit,delinquent_60_months_6m,-0.02436855249106884
origin_2022_04,macro_logit,delinquent_60_months_12m,-0.15138103067874908
origin_2022_04,macro_logit,cured_from_30_dpd,0.027583569288253784
origin_2022_04,macro_logit,cumulative_30_dpd_cures,-0.00965808890759945
origin_2022_04,macro_logit,months_since_30_dpd_cure,0.22747446596622467
origin_2022_04,macro_logit,inflation,0.4065248668193817
origin_2022_04,macro_logit,policy_rate,1.0458239316940308
origin_2022_04,macro_logit,unemployment,-1.157206416130066
origin_2022_04,macro_logit,unemployment_change,0.30476200580596924
origin_2022_04,macro_logit,house_price_growth,-0.35407754778862
origin_2022_04,macro_logit,mortgage_rate,-0.7026430368423462
origin_2022_04,macro_logit,mortgage_spread,1.2043343782424927
origin_2022_04,macro_logit,long_rate,-0.9739249348640442
origin_2022_04,macro_logit,long_rate_change,0.4079976975917816
origin_2022_04,macro_logit,yield_curve,0.6533493995666504
origin_2022_04,macro_logit,initial_claims,0.6431798338890076
origin_2022_04,macro_logit,initial_claims_change,-0.40715673565864563
origin_2022_04,macro_logit,payroll_growth,-0.4888719618320465
origin_2022_04,macro_logit,real_income_growth,0.1054190918803215
origin_2022_04,macro_logit,financial_conditions,-0.41095179319381714
origin_2022_04,macro_logit,consumer_sentiment,0.7117066383361816
origin_2022_04,macro_logit,consumer_sentiment_change,-0.25463858246803284
origin_2022_04,regime_aware_logit,credit_score,-0.2917298376560211
origin_2022_04,regime_aware_logit,mi_percent,0.10994235426187515
origin_2022_04,regime_aware_logit,number_of_units,-0.033159948885440826
origin_2022_04,regime_aware_logit,original_cltv,0.15367095172405243
origin_2022_04,regime_aware_logit,original_dti,0.2834101617336273
origin_2022_04,regime_aware_logit,original_upb,-0.38689151406288147
origin_2022_04,regime_aware_logit,original_ltv,0.010606810450553894
origin_2022_04,regime_aware_logit,original_interest_rate,0.01023838296532631
origin_2022_04,regime_aware_logit,original_loan_term,0.6730289459228516
origin_2022_04,regime_aware_logit,number_of_borrowers,-0.22873415052890778
origin_2022_04,regime_aware_logit,loan_age_months,-0.04192928969860077
origin_2022_04,regime_aware_logit,remaining_months_to_legal_maturity,-0.8999679088592529
origin_2022_04,regime_aware_logit,current_actual_upb,0.7085856795310974
origin_2022_04,regime_aware_logit,current_interest_rate,0.31169962882995605
origin_2022_04,regime_aware_logit,credit_score_missing,-0.053681038320064545
origin_2022_04,regime_aware_logit,mi_percent_missing,0.0
origin_2022_04,regime_aware_logit,number_of_units_missing,0.0
origin_2022_04,regime_aware_logit,original_cltv_missing,-0.12169395387172699
origin_2022_04,regime_aware_logit,original_dti_missing,-0.05943724885582924
origin_2022_04,regime_aware_logit,original_ltv_missing,-0.33107438683509827
origin_2022_04,regime_aware_logit,number_of_borrowers_missing,0.0
origin_2022_04,regime_aware_logit,current_delinquency_months,0.1030990406870842
origin_2022_04,regime_aware_logit,current_30_dpd,0.0942118689417839
origin_2022_04,regime_aware_logit,current_60_dpd,0.08421120047569275
origin_2022_04,regime_aware_logit,recent_30_dpd_3m,0.1127663105726242
origin_2022_04,regime_aware_logit,recent_60_dpd_3m,0.04836319759488106
origin_2022_04,regime_aware_logit,ever_30_dpd,0.19659970700740814
origin_2022_04,regime_aware_logit,ever_60_dpd,0.0028840971644967794
origin_2022_04,regime_aware_logit,months_since_30_dpd,-0.30900201201438904
origin_2022_04,regime_aware_logit,months_since_60_dpd,0.0014564195880666375
origin_2022_04,regime_aware_logit,delinquent_30_months_3m,-0.08149299025535583
origin_2022_04,regime_aware_logit,delinquent_30_months_6m,0.037560105323791504
origin_2022_04,regime_aware_logit,delinquent_30_months_12m,0.053732942789793015
origin_2022_04,regime_aware_logit,delinquent_60_months_3m,0.00477264542132616
origin_2022_04,regime_aware_logit,delinquent_60_months_6m,-0.03254443779587746
origin_2022_04,regime_aware_logit,delinquent_60_months_12m,-0.17190639674663544
origin_2022_04,regime_aware_logit,cured_from_30_dpd,0.02910718321800232
origin_2022_04,regime_aware_logit,cumulative_30_dpd_cures,0.003951908089220524
origin_2022_04,regime_aware_logit,months_since_30_dpd_cure,0.14970560371875763
origin_2022_04,regime_aware_logit,p_stress,-0.4472736418247223
origin_2022_04,regime_aware_logit,p_stress_x_credit_score,-0.7391508221626282
origin_2022_04,regime_aware_logit,p_stress_x_original_cltv,-0.19430695474147797
origin_2022_04,regime_aware_logit,p_stress_x_original_dti,0.13479018211364746
origin_2022_04,regime_aware_logit,p_stress_x_original_ltv,0.07923185080289841
origin_2022_04,regime_aware_logit,p_stress_x_original_interest_rate,0.7524749040603638
origin_2022_04,regime_aware_logit,p_stress_x_current_delinquency_months,-0.007921559736132622
origin_2022_04,regime_aware_logit,p_stress_x_recent_60_dpd_3m,0.06333086639642715
origin_2022_04,regime_aware_logit,p_stress_x_months_since_30_dpd,0.4949599802494049
origin_2023_04,baseline_logit,credit_score,-0.3783877193927765
origin_2023_04,baseline_logit,mi_percent,0.09655484557151794
origin_2023_04,baseline_logit,number_of_units,0.022295167669653893
origin_2023_04,baseline_logit,original_cltv,0.06534463912248611
origin_2023_04,baseline_logit,original_dti,0.3397958278656006
origin_2023_04,baseline_logit,original_upb,-0.3557412624359131
origin_2023_04,baseline_logit,original_ltv,0.02601471170783043
origin_2023_04,baseline_logit,original_interest_rate,-0.1194176897406578
origin_2023_04,baseline_logit,original_loan_term,1.4023261070251465
origin_2023_04,baseline_logit,number_of_borrowers,-0.24751152098178864
origin_2023_04,baseline_logit,loan_age_months,-0.41472798585891724
origin_2023_04,baseline_logit,remaining_months_to_legal_maturity,-1.5962773561477661
origin_2023_04,baseline_logit,current_actual_upb,0.7003097534179688
origin_2023_04,baseline_logit,current_interest_rate,0.5887302756309509
origin_2023_04,baseline_logit,credit_score_missing,-0.0699886754155159
origin_2023_04,baseline_logit,mi_percent_missing,0.0
origin_2023_04,baseline_logit,number_of_units_missing,0.0
origin_2023_04,baseline_logit,original_cltv_missing,-0.16744934022426605
origin_2023_04,baseline_logit,original_dti_missing,-0.049585625529289246
origin_2023_04,baseline_logit,original_ltv_missing,-1.2865841388702393
origin_2023_04,baseline_logit,number_of_borrowers_missing,0.0
origin_2023_04,baseline_logit,current_delinquency_months,0.10082819312810898
origin_2023_04,baseline_logit,current_30_dpd,0.0912594199180603
origin_2023_04,baseline_logit,current_60_dpd,0.08361703157424927
origin_2023_04,baseline_logit,recent_30_dpd_3m,0.13450361788272858
origin_2023_04,baseline_logit,recent_60_dpd_3m,0.08094415068626404
origin_2023_04,baseline_logit,ever_30_dpd,0.16868801414966583
origin_2023_04,baseline_logit,ever_60_dpd,-0.02673625946044922
origin_2023_04,baseline_logit,months_since_30_dpd,-0.25975725054740906
origin_2023_04,baseline_logit,months_since_60_dpd,0.11562810093164444
origin_2023_04,baseline_logit,delinquent_30_months_3m,-0.1096392571926117
origin_2023_04,baseline_logit,delinquent_30_months_6m,0.010421095415949821
origin_2023_04,baseline_logit,delinquent_30_months_12m,0.04842779040336609
origin_2023_04,baseline_logit,delinquent_60_months_3m,-0.033843427896499634
origin_2023_04,baseline_logit,delinquent_60_months_6m,0.036311279982328415
origin_2023_04,baseline_logit,delinquent_60_months_12m,-0.37161651253700256
origin_2023_04,baseline_logit,cured_from_30_dpd,0.009877152740955353
origin_2023_04,baseline_logit,cumulative_30_dpd_cures,0.0008359323255717754
origin_2023_04,baseline_logit,months_since_30_dpd_cure,0.3945656716823578
origin_2023_04,macro_logit,credit_score,-0.4190135598182678
origin_2023_04,macro_logit,mi_percent,0.06915096193552017
origin_2023_04,macro_logit,number_of_units,0.036062635481357574
origin_2023_04,macro_logit,original_cltv,0.10113345086574554
origin_2023_04,macro_logit,original_dti,0.3164733648300171
origin_2023_04,macro_logit,original_upb,-0.7341512441635132
origin_2023_04,macro_logit,original_ltv,0.00868946872651577
origin_2023_04,macro_logit,original_interest_rate,-0.20469699800014496
origin_2023_04,macro_logit,original_loan_term,1.6668922901153564
origin_2023_04,macro_logit,number_of_borrowers,-0.2519989013671875
origin_2023_04,macro_logit,loan_age_months,-0.49670884013175964
origin_2023_04,macro_logit,remaining_months_to_legal_maturity,-1.7930457592010498
origin_2023_04,macro_logit,current_actual_upb,1.0836480855941772
origin_2023_04,macro_logit,current_interest_rate,0.43777212500572205
origin_2023_04,macro_logit,credit_score_missing,-0.07138531655073166
origin_2023_04,macro_logit,mi_percent_missing,0.0
origin_2023_04,macro_logit,number_of_units_missing,0.0
origin_2023_04,macro_logit,original_cltv_missing,-0.1041681170463562
origin_2023_04,macro_logit,original_dti_missing,0.005208847112953663
origin_2023_04,macro_logit,original_ltv_missing,-1.4712475538253784
origin_2023_04,macro_logit,number_of_borrowers_missing,0.0
origin_2023_04,macro_logit,current_delinquency_months,0.11390670388936996
origin_2023_04,macro_logit,current_30_dpd,0.10531136393547058
origin_2023_04,macro_logit,current_60_dpd,0.08996210247278214
origin_2023_04,macro_logit,recent_30_dpd_3m,0.11839520931243896
origin_2023_04,macro_logit,recent_60_dpd_3m,0.05020974203944206
origin_2023_04,macro_logit,ever_30_dpd,0.17855356633663177
origin_2023_04,macro_logit,ever_60_dpd,-0.007830632850527763
origin_2023_04,macro_logit,months_since_30_dpd,-0.24875189363956451
origin_2023_04,macro_logit,months_since_60_dpd,0.0759282037615776
